,Estado,Cidade,Vacinados (1 Dose),População vacinada,Imunizados (Dose completas),População imunizada,População restante a vacinar
1805,Sergipe,Propriá,1132,3.82 %,346,1.17 %,28.494
1806,Sergipe,Riachão do Dantas,1274,6.43 %,380,1.92 %,18.531
1807,Sergipe,Riachuelo,208,2.04 %,193,1.89 %,10.005
1808,Sergipe,Ribeirópolis,1416,7.59 %,623,3.34 %,17.236
1809,Sergipe,Rosário do Catete,273,2.51 %,140,1.29 %,10.582
1810,Sergipe,Salgado,1021,5.11 %,424,2.12 %,18.977
1811,Sergipe,Santa Luzia do Itanhy,624,4.45 %,147,1.05 %,13.411
1812,Sergipe,Santana do São Francisco,160,2.06 %,59,0.76 %,7.620
1813,Sergipe,Santa Rosa de Lima,78,1.99 %,28,0.72 %,3.835
1814,Sergipe,Santo Amaro das Brotas,159,1.31 %,81,0.67 %,11.943
1815,Sergipe,São Cristóvão,549,0.61 %,6,0.01 %,89.523
1816,Sergipe,São Domingos,435,3.91 %,133,1.19 %,10.702
1817,Sergipe,São Francisco,244,6.55 %,63,1.69 %,3.480
1818,Sergipe,São Miguel do Aleixo,145,3.69 %,58,1.48 %,3.785
1819,Sergipe,Simão Dias,2317,5.72 %,286,0.71 %,38.167
1820,Sergipe,Siriri,563,6.33 %,263,2.96 %,8.330
1821,Sergipe,Telha,229,7.10 %,75,2.32 %,2.998
1822,Sergipe,Tobias Barreto,2736,5.24 %,595,1.14 %,49.455
1823,Sergipe,Tomar do Geru,576,4.26 %,143,1.06 %,12.960
1824,Sergipe,Umbaúba,601,2.38 %,72,0.28 %,24.693
1825,Bahia,Abaíra,1360,15.56 %,292,3.34 %,7.379
1826,Bahia,Abaré,2529,12.59 %,1365,6.80 %,17.557
1827,Bahia,Acajutiba,447,2.95 %,111,0.73 %,14.712
1828,Bahia,Adustina,1428,8.38 %,277,1.63 %,15.612
1829,Bahia,Água Fria,1616,9.52 %,288,1.70 %,15.354
1830,Bahia,Érico Cardoso,874,8.24 %,252,2.38 %,9.736
1831,Bahia,Aiquara,501,11.27 %,105,2.36 %,3.945
1832,Bahia,Alagoinhas,12882,8.50 %,3368,2.22 %,138.714
1833,Bahia,Alcobaça,1321,5.88 %,307,1.37 %,21.149
1834,Bahia,Almadina,698,12.77 %,136,2.49 %,4.766
1835,Bahia,Amargosa,3514,9.44 %,868,2.33 %,33.727
1836,Bahia,Amélia Rodrigues,1861,7.41 %,347,1.38 %,23.241
1837,Bahia,América Dourada,1813,11.27 %,262,1.63 %,14.281
1838,Bahia,Anagé,1219,5.54 %,335,1.52 %,20.786
1839,Bahia,Andaraí,852,6.48 %,156,1.19 %,12.291
1840,Bahia,Andorinha,1276,8.74 %,258,1.77 %,13.319
1841,Bahia,Angical,1133,8.11 %,302,2.16 %,12.844
1842,Bahia,Anguera,1011,9.01 %,209,1.86 %,10.210
1843,Bahia,Antas,1926,9.98 %,321,1.66 %,17.365
1844,Bahia,Antônio Cardoso,668,5.72 %,143,1.22 %,11.015
1845,Bahia,Antônio Gonçalves,1098,9.31 %,225,1.91 %,10.700
1846,Bahia,Aporá,661,3.73 %,166,0.94 %,17.070
1847,Bahia,Apuarema,797,10.87 %,135,1.84 %,6.533
1848,Bahia,Aracatu,1468,11.18 %,289,2.20 %,11.667
1849,Bahia,Araças,787,6.46 %,131,1.08 %,11.390
1850,Bahia,Araci,4288,7.89 %,640,1.18 %,50.091
1851,Bahia,Aramari,336,2.95 %,64,0.56 %,11.061
1852,Bahia,Arataca,640,5.81 %,88,0.80 %,10.379
1853,Bahia,Aratuípe,472,5.35 %,108,1.22 %,8.353
1854,Bahia,Aurelino Leal,1038,9.00 %,202,1.75 %,10.493
1855,Bahia,Baianópolis,988,7.12 %,220,1.59 %,12.889
1856,Bahia,Baixa Grande,1728,8.44 %,274,1.34 %,18.740
1857,Bahia,Banzaê,2527,19.10 %,1576,11.91 %,10.702
1858,Bahia,Barra,3812,7.11 %,692,1.29 %,49.766
1859,Bahia,Barra da Estiva,1461,7.09 %,271,1.32 %,19.137
1860,Bahia,Barra do Choça,103,0.33 %,27,0.09 %,31.500
1861,Bahia,Barra do Mendes,1804,13.01 %,277,2.00 %,12.061
1862,Bahia,Barra do Rocha,182,3.19 %,27,0.47 %,5.532
1863,Bahia,Barreiras,8942,5.75 %,2543,1.64 %,146.497
1864,Bahia,Barro Alto,1408,9.43 %,181,1.21 %,13.523
1865,Bahia,Barrocas,1422,8.90 %,204,1.28 %,14.556
1866,Bahia,Barro Preto,674,12.06 %,210,3.76 %,4.917
1867,Bahia,Belmonte,1173,5.03 %,204,0.87 %,22.155
1868,Bahia,Belo Campo,2129,12.37 %,350,2.03 %,15.082
1869,Bahia,Biritinga,1696,10.61 %,313,1.96 %,14.283
1870,Bahia,Boa Nova,823,6.51 %,152,1.20 %,11.810
1871,Bahia,Boa Vista do Tupim,1369,7.37 %,302,1.63 %,17.207
1872,Bahia,Bom Jesus da Lapa,5077,7.34 %,1112,1.61 %,64.071
1873,Bahia,Bom Jesus da Serra,558,5.65 %,52,0.53 %,9.322
1874,Bahia,Boninal,1485,10.34 %,193,1.34 %,12.883
1875,Bahia,Bonito,1433,8.55 %,201,1.20 %,15.331
1876,Bahia,Boquira,1430,6.65 %,460,2.14 %,20.078
1877,Bahia,Botuporã,936,9.17 %,246,2.41 %,9.275
1878,Bahia,Brejões,1036,7.25 %,166,1.16 %,13.259
1879,Bahia,Brejolândia,872,8.26 %,182,1.72 %,9.685
1880,Bahia,Brotas de Macaúbas,1343,13.13 %,318,3.11 %,8.888
1881,Bahia,Brumado,6177,9.19 %,1316,1.96 %,61.018
1882,Bahia,Buerarema,2456,13.38 %,625,3.41 %,15.893
1883,Bahia,Buritirama,1223,5.78 %,212,1.00 %,19.951
1884,Bahia,Caatiba,626,9.26 %,149,2.20 %,6.132
1885,Bahia,Cabaceiras do Paraguaçu,810,4.31 %,219,1.16 %,17.997
1886,Bahia,Cachoeira,3390,10.13 %,574,1.71 %,30.080
1887,Bahia,Caculé,2899,12.51 %,548,2.37 %,20.271
1888,Bahia,Caém,855,9.28 %,165,1.79 %,8.358
1889,Bahia,Caetanos,1462,10.05 %,274,1.88 %,13.080
1890,Bahia,Caetité,1812,3.55 %,680,1.33 %,49.163
1891,Bahia,Cafarnaum,1648,8.94 %,289,1.57 %,16.789
1892,Bahia,Cairu,977,5.38 %,180,0.99 %,17.199
1893,Bahia,Caldeirão Grande,1312,9.84 %,197,1.48 %,12.015
1894,Bahia,Camacan,847,2.65 %,37,0.12 %,31.141
1895,Bahia,Camaçari,8594,2.87 %,3037,1.02 %,290.538
1896,Bahia,Camamu,1733,4.91 %,435,1.23 %,33.583
1897,Bahia,Campo Alegre de Lourdes,2213,7.68 %,264,0.92 %,26.585
1898,Bahia,Campo Formoso,6976,9.80 %,1144,1.61 %,64.230
1899,Bahia,Canápolis,812,8.36 %,161,1.66 %,8.899
1900,Bahia,Canarana,2669,10.20 %,372,1.42 %,23.507
1901,Bahia,Canavieiras,2189,7.04 %,514,1.65 %,28.910
1902,Bahia,Candeal,906,10.97 %,239,2.89 %,7.352
1903,Bahia,Candeias,5579,6.41 %,1139,1.31 %,81.497
1904,Bahia,Candiba,1667,11.64 %,289,2.02 %,12.652
1905,Bahia,Cândido Sales,1841,7.31 %,451,1.79 %,23.348
1906,Bahia,Cansanção,3525,10.12 %,549,1.58 %,31.309
1907,Bahia,Canudos,1421,8.53 %,223,1.34 %,15.247
1908,Bahia,Capela do Alto Alegre,1388,11.93 %,274,2.35 %,10.249
1909,Bahia,Capim Grosso,2667,8.70 %,489,1.59 %,27.995
1910,Bahia,Caraíbas,1130,12.62 %,210,2.35 %,7.821
1911,Bahia,Caravelas,1744,7.92 %,412,1.87 %,20.272
1912,Bahia,Cardeal da Silva,579,6.23 %,124,1.33 %,8.716
1913,Bahia,Carinhanha,1700,5.86 %,389,1.34 %,27.318
1914,Bahia,Casa Nova,5862,8.15 %,996,1.38 %,66.107
1915,Bahia,Castro Alves,2374,9.04 %,433,1.65 %,23.890
1916,Bahia,Catolândia,594,16.61 %,149,4.17 %,2.983
1917,Bahia,Catu,3090,5.65 %,606,1.11 %,51.614
1918,Bahia,Caturama,1098,11.77 %,218,2.34 %,8.231
1919,Bahia,Central,1805,10.45 %,296,1.71 %,15.461
1920,Bahia,Chorrochó,824,7.37 %,151,1.35 %,10.353
1921,Bahia,Cícero Dantas,3170,9.75 %,505,1.55 %,29.345
1922,Bahia,Cipó,2052,11.86 %,364,2.10 %,15.248
1923,Bahia,Coaraci,2339,13.76 %,454,2.67 %,14.654
1924,Bahia,Cocos,1792,9.54 %,315,1.68 %,16.985
1925,Bahia,Conceição da Feira,1600,7.09 %,305,1.35 %,20.981
1926,Bahia,Conceição do Almeida,2051,11.89 %,504,2.92 %,15.196
1927,Bahia,Conceição do Coité,5249,7.88 %,861,1.29 %,61.363
1928,Bahia,Conceição do Jacuípe,2545,7.68 %,610,1.84 %,30.608
1929,Bahia,Conde,2137,8.27 %,326,1.26 %,23.700
1930,Bahia,Condeúba,1824,10.58 %,406,2.35 %,15.423
1931,Bahia,Contendas do Sincorá,658,16.18 %,140,3.44 %,3.408
1932,Bahia,Coração de Maria,2015,8.91 %,400,1.77 %,20.590
1933,Bahia,Cordeiros,138,1.60 %,43,0.50 %,8.476
1934,Bahia,Coribe,1578,11.12 %,271,1.91 %,12.616
1935,Bahia,Coronel João Sá,1691,10.64 %,325,2.04 %,14.204
1936,Bahia,Correntina,3133,9.75 %,618,1.92 %,29.004
1937,Bahia,Cotegipe,1111,8.06 %,225,1.63 %,12.671
1938,Bahia,Cravolândia,629,11.76 %,138,2.58 %,4.720
1939,Bahia,Crisópolis,1088,5.16 %,167,0.79 %,20.015
1940,Bahia,Cristópolis,1493,10.73 %,396,2.85 %,12.417
1941,Bahia,Cruz das Almas,4956,7.84 %,892,1.41 %,58.283
1942,Bahia,Curaçá,2792,8.05 %,464,1.34 %,31.908
1943,Bahia,Dário Meira,271,2.53 %,83,0.77 %,10.439
1944,Bahia,Dias d'Ávila,3699,4.56 %,565,0.70 %,77.390
1945,Bahia,Dom Basílio,1425,11.68 %,288,2.36 %,10.774
1946,Bahia,Dom Macedo Costa,482,11.88 %,117,2.88 %,3.576
1947,Bahia,Elísio Medrado,903,11.12 %,189,2.33 %,7.219
1948,Bahia,Encruzilhada,1748,10.28 %,307,1.81 %,15.258
1949,Bahia,Entre Rios,1442,3.45 %,339,0.81 %,40.338
1950,Bahia,Esplanada,1096,2.94 %,262,0.70 %,36.141
1951,Bahia,Euclides da Cunha,6706,11.07 %,1717,2.83 %,53.879
1952,Bahia,Eunápolis,5205,4.59 %,504,0.44 %,108.175
1953,Bahia,Fátima,1694,9.47 %,264,1.48 %,16.196
1954,Bahia,Feira da Mata,589,10.40 %,129,2.28 %,5.076
1955,Bahia,Feira de Santana,39983,6.50 %,10554,1.72 %,574.889
1956,Bahia,Filadélfia,2166,13.23 %,330,2.02 %,14.211
1957,Bahia,Firmino Alves,86,1.53 %,62,1.10 %,5.531
1958,Bahia,Floresta Azul,1218,11.46 %,293,2.76 %,9.411
1959,Bahia,Formosa do Rio Preto,1503,5.87 %,427,1.67 %,24.088
1960,Bahia,Gandu,2637,8.14 %,579,1.79 %,29.766
1961,Bahia,Gavião,607,13.60 %,134,3.00 %,3.856
1962,Bahia,Gentio do Ouro,1260,11.22 %,217,1.93 %,9.973
1963,Bahia,Glória,2199,14.45 %,1222,8.03 %,13.022
1964,Bahia,Gongogi,178,2.50 %,85,1.19 %,6.950
1965,Bahia,Governador Mangabeira,2077,10.02 %,442,2.13 %,18.645
1966,Bahia,Guajeru,1085,15.64 %,227,3.27 %,5.852
1967,Bahia,Guanambi,5259,6.23 %,1840,2.18 %,79.222
1968,Bahia,Guaratinga,623,2.99 %,114,0.55 %,20.220
1969,Bahia,Heliópolis,1125,8.63 %,237,1.82 %,11.906
1970,Bahia,Iaçu,1344,5.53 %,408,1.68 %,22.961
1971,Bahia,Ibiassucê,1367,14.82 %,303,3.28 %,7.857
1972,Bahia,Ibicaraí,2650,12.22 %,488,2.25 %,19.039
1973,Bahia,Ibicoara,883,4.51 %,217,1.11 %,18.688
1974,Bahia,Ibicuí,1745,10.77 %,356,2.20 %,14.453
1975,Bahia,Ibipeba,1892,10.39 %,284,1.56 %,16.319
1976,Bahia,Ibipitanga,1650,11.07 %,279,1.87 %,13.252
1977,Bahia,Ibiquera,426,10.53 %,80,1.98 %,3.618
1978,Bahia,Ibirapitanga,1260,5.39 %,188,0.80 %,22.115
1979,Bahia,Ibirapuã,779,9.02 %,164,1.90 %,7.858
1980,Bahia,Ibirataia,1829,11.94 %,299,1.95 %,13.483
1981,Bahia,Ibitiara,1470,9.00 %,235,1.44 %,14.869
1982,Bahia,Ibititá,2922,17.07 %,344,2.01 %,14.191
1983,Bahia,Ibotirama,2752,10.22 %,894,3.32 %,24.175
1984,Bahia,Ichu,322,5.19 %,111,1.79 %,5.884
1985,Bahia,Igaporã,1277,8.16 %,360,2.30 %,14.363
1986,Bahia,Igrapiúna,604,4.57 %,112,0.85 %,12.622
1987,Bahia,Iguaí,1877,6.97 %,407,1.51 %,25.039
1988,Bahia,Ilhéus,12030,7.41 %,4828,2.97 %,150.297
1989,Bahia,Inhambupe,2015,5.05 %,517,1.29 %,37.911
1990,Bahia,Ipecaetá,453,3.13 %,48,0.33 %,14.034
1991,Bahia,Ipiaú,3330,7.26 %,677,1.48 %,42.543
1992,Bahia,Ipirá,4542,7.62 %,963,1.62 %,55.053
1993,Bahia,Ipupiara,1071,10.86 %,340,3.45 %,8.794
1994,Bahia,Irajuba,445,6.13 %,87,1.20 %,6.815
1995,Bahia,Iramaia,604,7.08 %,116,1.36 %,7.933
1996,Bahia,Iraquara,1733,6.87 %,288,1.14 %,23.483
1997,Bahia,Irará,2906,10.01 %,618,2.13 %,26.128
1998,Bahia,Irecê,2851,3.91 %,1398,1.92 %,70.116
1999,Bahia,Itabela,1389,4.54 %,274,0.90 %,29.195
2000,Bahia,Itaberaba,3712,5.76 %,1158,1.80 %,60.777
2001,Bahia,Itabuna,10544,4.95 %,2774,1.30 %,202.679
2002,Bahia,Itacaré,651,2.30 %,96,0.34 %,27.645
2003,Bahia,Itaeté,684,4.26 %,7,0.04 %,15.372
2004,Bahia,Itagi,1513,12.25 %,270,2.19 %,10.838
2005,Bahia,Itagibá,1212,8.31 %,208,1.43 %,13.367
2006,Bahia,Itagimirim,450,6.55 %,148,2.15 %,6.419
2007,Bahia,Itaguaçu da Bahia,1371,9.50 %,126,0.87 %,13.058
2008,Bahia,Itaju do Colônia,766,11.46 %,371,5.55 %,5.916
2009,Bahia,Itajuípe,1459,7.12 %,200,0.98 %,19.032
2010,Bahia,Itamaraju,2023,3.14 %,307,0.48 %,62.463
2011,Bahia,Itamari,276,3.43 %,58,0.72 %,7.759
2012,Bahia,Itambé,2309,10.02 %,482,2.09 %,20.740
2013,Bahia,Itanagra,370,5.74 %,91,1.41 %,6.071
2014,Bahia,Itanhém,1902,9.80 %,460,2.37 %,17.503
2015,Bahia,Itaparica,1551,6.98 %,157,0.71 %,20.677
2016,Bahia,Itapé,694,7.92 %,168,1.92 %,8.067
2017,Bahia,Itapebi,685,6.68 %,55,0.54 %,9.574
2018,Bahia,Itapetinga,5817,7.64 %,1415,1.86 %,70.330
2019,Bahia,Itapicuru,937,2.63 %,207,0.58 %,34.639
2020,Bahia,Itapitanga,866,8.40 %,173,1.68 %,9.447
2021,Bahia,Itaquara,689,8.28 %,142,1.71 %,7.630
2022,Bahia,Itarantim,1623,8.22 %,347,1.76 %,18.124
2023,Bahia,Itatim,1114,7.69 %,243,1.68 %,13.373
2024,Bahia,Itiruçu,1231,9.79 %,251,2.00 %,11.345
2025,Bahia,Itiúba,2183,6.05 %,510,1.41 %,33.906
2026,Bahia,Itororó,1970,9.67 %,426,2.09 %,18.412
2027,Bahia,Ituaçu,1638,8.64 %,286,1.51 %,17.324
2028,Bahia,Ituberá,1012,3.54 %,299,1.05 %,27.590
2029,Bahia,Iuiú,916,8.33 %,162,1.47 %,10.078
2030,Bahia,Jaborandi,746,8.90 %,168,2.00 %,7.639
2031,Bahia,Jacaraci,1860,12.53 %,360,2.43 %,12.982
2032,Bahia,Jacobina,8080,10.04 %,1505,1.87 %,72.438
2033,Bahia,Jaguaquara,4122,7.57 %,838,1.54 %,50.301
2034,Bahia,Jaguarari,1844,5.49 %,112,0.33 %,31.726
2035,Bahia,Jaguaripe,1178,6.27 %,180,0.96 %,17.610
2036,Bahia,Jandaíra,253,2.36 %,95,0.89 %,10.456
2037,Bahia,Jequié,14019,8.99 %,3679,2.36 %,141.947
2038,Bahia,Jeremoabo,3619,8.94 %,819,2.02 %,36.844
2039,Bahia,Jiquiriçá,1209,8.32 %,244,1.68 %,13.328
2040,Bahia,Jitaúna,894,8.01 %,220,1.97 %,10.272
2041,Bahia,João Dourado,1941,7.71 %,316,1.25 %,23.247
2042,Bahia,Juazeiro,13087,6.04 %,3300,1.52 %,203.620
2043,Bahia,Jucuruçu,146,1.60 %,44,0.48 %,8.980
2044,Bahia,Jussara,1647,10.78 %,242,1.58 %,13.637
2045,Bahia,Jussari,703,12.05 %,152,2.61 %,5.130
2046,Bahia,Jussiape,1197,19.35 %,230,3.72 %,4.989
2047,Bahia,Lafaiete Coutinho,228,6.12 %,68,1.83 %,3.496
2048,Bahia,Lagoa Real,1254,8.01 %,248,1.58 %,14.411
2049,Bahia,Laje,1408,5.91 %,336,1.41 %,22.432
2050,Bahia,Lajedão,489,12.36 %,125,3.16 %,3.466
2051,Bahia,Lajedinho,344,9.09 %,60,1.59 %,3.439
2052,Bahia,Lajedo do Tabocal,676,7.90 %,186,2.17 %,7.886
2053,Bahia,Lamarão,764,9.20 %,113,1.36 %,7.543
2054,Bahia,Lapão,2055,7.55 %,358,1.32 %,25.168
2055,Bahia,Lauro de Freitas,15570,7.85 %,2996,1.51 %,182.870
2056,Bahia,Lençóis,716,6.28 %,134,1.17 %,10.693
2057,Bahia,Licínio de Almeida,1359,10.97 %,284,2.29 %,11.029
2058,Bahia,Livramento de Nossa Senhora,4558,9.97 %,811,1.77 %,41.174
2059,Bahia,Luís Eduardo Magalhães,2655,3.03 %,931,1.06 %,84.864
2060,Bahia,Macajuba,824,7.26 %,223,1.97 %,10.524
2061,Bahia,Macarani,1488,7.93 %,255,1.36 %,17.267
2062,Bahia,Macaúbas,3271,6.56 %,794,1.59 %,46.555
2063,Bahia,Macururé,866,11.07 %,218,2.79 %,6.958
2064,Bahia,Madre de Deus,1592,7.55 %,303,1.44 %,19.501
2065,Bahia,Maetinga,527,16.67 %,148,4.68 %,2.634
2066,Bahia,Maiquinique,623,6.16 %,144,1.42 %,9.489
2067,Bahia,Mairi,2466,13.20 %,490,2.62 %,16.210
2068,Bahia,Malhada,122,0.72 %,0,0.00 %,16.723
2069,Bahia,Malhada de Pedras,1038,12.37 %,174,2.07 %,7.355
2070,Bahia,Manoel Vitorino,1448,10.94 %,278,2.10 %,11.792
2071,Bahia,Mansidão,1052,7.71 %,155,1.14 %,12.591
2072,Bahia,Maracás,2236,10.73 %,468,2.25 %,18.598
2073,Bahia,Maragogipe,3460,7.74 %,293,0.66 %,41.217
2074,Bahia,Maraú,621,3.02 %,228,1.11 %,19.949
2075,Bahia,Marcionílio Souza,507,4.87 %,154,1.48 %,9.899
2076,Bahia,Mascote,920,6.66 %,183,1.32 %,12.902
2077,Bahia,Mata de São João,3007,6.46 %,642,1.38 %,43.576
2078,Bahia,Matina,1092,8.95 %,233,1.91 %,11.109
2079,Bahia,Medeiros Neto,1965,8.66 %,474,2.09 %,20.723
2080,Bahia,Miguel Calmon,2700,10.38 %,507,1.95 %,23.323
2081,Bahia,Milagres,649,5.93 %,92,0.84 %,10.301
2082,Bahia,Mirangaba,1277,6.96 %,176,0.96 %,17.061
2083,Bahia,Mirante,1101,12.74 %,196,2.27 %,7.540
2084,Bahia,Monte Santo,4810,9.73 %,706,1.43 %,44.608
2085,Bahia,Morpará,555,6.51 %,177,2.08 %,7.964
2086,Bahia,Morro do Chapéu,2066,5.83 %,483,1.36 %,33.347
2087,Bahia,Mortugaba,1868,15.51 %,390,3.24 %,10.174
2088,Bahia,Mucugê,850,9.38 %,163,1.80 %,8.212
2089,Bahia,Mucuri,1470,3.52 %,413,0.99 %,40.278
2090,Bahia,Mulungu do Morro,1096,10.07 %,156,1.43 %,9.793
2091,Bahia,Mundo Novo,2127,7.94 %,397,1.48 %,24.649
2092,Bahia,Muniz Ferreira,610,8.22 %,105,1.41 %,6.812
2093,Bahia,Muquém de São Francisco,1243,10.95 %,357,3.15 %,10.105
2094,Bahia,Muritiba,2037,6.93 %,516,1.76 %,27.362
2095,Bahia,Mutuípe,1594,7.17 %,385,1.73 %,20.627
2096,Bahia,Nazaré,2187,7.67 %,376,1.32 %,26.338
2097,Bahia,Nilo Peçanha,419,2.99 %,88,0.63 %,13.578
2098,Bahia,Nordestina,1867,14.22 %,212,1.61 %,11.263
2099,Bahia,Nova Canaã,1366,8.30 %,389,2.36 %,15.096
2100,Bahia,Nova Fátima,850,10.88 %,150,1.92 %,6.962
2101,Bahia,Nova Ibiá,602,9.13 %,134,2.03 %,5.989
2102,Bahia,Nova Itarana,637,7.74 %,113,1.37 %,7.589
2103,Bahia,Nova Redenção,607,6.66 %,105,1.15 %,8.511
2104,Bahia,Nova Soure,2553,9.47 %,587,2.18 %,24.394
2105,Bahia,Nova Viçosa,574,1.32 %,93,0.21 %,42.802
2106,Bahia,Novo Horizonte,968,7.82 %,128,1.03 %,11.417
2107,Bahia,Novo Triunfo,1031,6.68 %,172,1.11 %,14.409
2108,Bahia,Olindina,1919,6.80 %,370,1.31 %,26.310
2109,Bahia,Oliveira dos Brejinhos,1885,8.64 %,466,2.14 %,19.940
2110,Bahia,Ouriçangas,799,9.33 %,178,2.08 %,7.765
2111,Bahia,Ourolândia,952,5.46 %,198,1.13 %,16.499
2112,Bahia,Palmas de Monte Alto,1735,7.98 %,356,1.64 %,20.015
2113,Bahia,Palmeiras,988,10.95 %,220,2.44 %,8.031
2114,Bahia,Paramirim,2657,12.30 %,538,2.49 %,18.950
2115,Bahia,Paratinga,2726,8.52 %,455,1.42 %,29.274
2116,Bahia,Paripiranga,2548,8.79 %,415,1.43 %,26.441
2117,Bahia,Pau Brasil,1502,15.28 %,230,2.34 %,8.329
2118,Bahia,Paulo Afonso,9645,8.19 %,1964,1.67 %,108.137
2119,Bahia,Pé de Serra,964,7.10 %,261,1.92 %,12.614
2120,Bahia,Pedrão,834,11.35 %,155,2.11 %,6.513
2121,Bahia,Pedro Alexandre,878,5.27 %,118,0.71 %,15.789
2122,Bahia,Piatã,2152,12.57 %,358,2.09 %,14.971
2123,Bahia,Pilão Arcado,2867,8.18 %,339,0.97 %,32.181
2124,Bahia,Pindaí,1173,7.21 %,302,1.86 %,15.087
2125,Bahia,Pindobaçu,2020,10.02 %,260,1.29 %,18.130
2126,Bahia,Pintadas,1262,12.09 %,299,2.86 %,9.175
2127,Bahia,Piraí do Norte,540,5.39 %,103,1.03 %,9.483
2128,Bahia,Piripá,939,8.77 %,262,2.45 %,9.768
2129,Bahia,Piritiba,2198,8.88 %,286,1.16 %,22.557
2130,Bahia,Planaltino,117,1.26 %,30,0.32 %,9.205
2131,Bahia,Planalto,851,3.24 %,435,1.66 %,25.414
2132,Bahia,Poções,4098,8.74 %,773,1.65 %,42.773
2133,Bahia,Pojuca,1772,4.48 %,523,1.32 %,37.747
2134,Bahia,Ponto Novo,1581,10.60 %,159,1.07 %,13.333
2135,Bahia,Porto Seguro,7022,4.72 %,2975,2.00 %,141.664
2136,Bahia,Potiraguá,701,9.70 %,150,2.08 %,6.523
2137,Bahia,Prado,1483,5.26 %,969,3.44 %,26.691
2138,Bahia,Presidente Dutra,1643,10.85 %,322,2.13 %,13.499
2139,Bahia,Presidente Jânio Quadros,1228,9.95 %,320,2.59 %,11.110
2140,Bahia,Presidente Tancredo Neves,1467,5.29 %,295,1.06 %,26.252
2141,Bahia,Queimadas,2622,10.31 %,447,1.76 %,22.817
2142,Bahia,Quijingue,2884,10.46 %,533,1.93 %,24.696
2143,Bahia,Quixabeira,1220,13.60 %,276,3.08 %,7.752
2144,Bahia,Rafael Jambeiro,2096,9.27 %,456,2.02 %,20.525
2145,Bahia,Remanso,3879,9.46 %,619,1.51 %,37.129
2146,Bahia,Retirolândia,1562,10.85 %,275,1.91 %,12.834
2147,Bahia,Riachão das Neves,1830,8.19 %,266,1.19 %,20.509
2148,Bahia,Riachão do Jacuípe,4314,12.90 %,752,2.25 %,29.122
2149,Bahia,Riacho de Santana,2213,6.25 %,442,1.25 %,33.208
2150,Bahia,Ribeira do Amparo,1391,9.53 %,335,2.30 %,13.201
2151,Bahia,Ribeira do Pombal,4898,9.10 %,891,1.66 %,48.909
2152,Bahia,Ribeirão do Largo,389,6.69 %,181,3.11 %,5.423
2153,Bahia,Rio de Contas,1959,15.08 %,408,3.14 %,11.030
2154,Bahia,Rio do Antônio,1567,10.19 %,293,1.91 %,13.804
2155,Bahia,Rio do Pires,1075,9.22 %,224,1.92 %,10.580
2156,Bahia,Rio Real,363,0.89 %,16,0.04 %,40.369
2157,Bahia,Rodelas,1681,18.02 %,938,10.05 %,7.650
2158,Bahia,Ruy Barbosa,3142,10.20 %,541,1.76 %,27.672
2159,Bahia,Salinas da Margarida,1400,8.94 %,230,1.47 %,14.267
2160,Bahia,Salvador,360535,12.55 %,72468,2.52 %,2.511.812
2161,Bahia,Santa Bárbara,1800,8.66 %,161,0.77 %,18.991
2162,Bahia,Santa Brígida,1141,8.03 %,243,1.71 %,13.072
2163,Bahia,Santa Cruz Cabrália,2540,9.14 %,1560,5.62 %,25.238
2164,Bahia,Santa Cruz da Vitória,580,9.18 %,145,2.30 %,5.735
2165,Bahia,Santa Inês,1015,9.55 %,167,1.57 %,9.616
2166,Bahia,Santaluz,3421,9.16 %,505,1.35 %,33.927
2167,Bahia,Santa Luzia,970,7.70 %,268,2.13 %,11.627
2168,Bahia,Santa Maria da Vitória,2173,5.45 %,519,1.30 %,37.672
2169,Bahia,Santana,1082,4.07 %,355,1.33 %,25.532
2170,Bahia,Santanópolis,818,9.15 %,246,2.75 %,8.125
2171,Bahia,Santa Rita de Cássia,2588,9.13 %,653,2.30 %,25.750
2172,Bahia,Santa Teresinha,1073,10.31 %,270,2.59 %,9.332
2173,Bahia,Santo Amaro,809,1.35 %,258,0.43 %,59.260
2174,Bahia,Santo Antônio de Jesus,8236,8.11 %,1844,1.82 %,93.276
2175,Bahia,Santo Estêvão,4563,8.63 %,890,1.68 %,48.287
2176,Bahia,São Desidério,2454,7.27 %,797,2.36 %,31.288
2177,Bahia,São Domingos,1179,13.02 %,212,2.34 %,7.879
2178,Bahia,São Félix,1105,7.50 %,206,1.40 %,13.635
2179,Bahia,São Félix do Coribe,1230,7.99 %,215,1.40 %,14.161
2180,Bahia,São Felipe,1755,8.33 %,317,1.50 %,19.319
2181,Bahia,São Francisco do Conde,2180,5.48 %,470,1.18 %,37.622
2182,Bahia,São Gabriel,1856,9.88 %,312,1.66 %,16.937
2183,Bahia,São Gonçalo dos Campos,1715,4.57 %,334,0.89 %,35.835
2184,Bahia,São José da Vitória,528,9.33 %,135,2.39 %,5.129
2185,Bahia,São José do Jacuípe,986,9.42 %,201,1.92 %,9.476
2186,Bahia,São Miguel das Matas,1005,8.61 %,198,1.70 %,10.670
2187,Bahia,São Sebastião do Passé,3450,7.79 %,626,1.41 %,40.850
2188,Bahia,Sapeaçu,1734,9.97 %,396,2.28 %,15.664
2189,Bahia,Sátiro Dias,1357,7.86 %,228,1.32 %,15.916
